evid,station,network,channel,hypo_dist,ptrv,strv,mw_td,fc_td
20170103200047 ,IMWB,KS,HH,74.25,13.83,22.62,2.85,3.23
20170103200047 ,SND,KG,HG,75.64,14.06,22.99,2.88,5
20170103200047 ,HAK,KG,EL,76.92,14.22,23.87,2.95,3.87
20170103200047 ,GWL,KS,HG,79.49,14.65,24.15,2.9,5.96
20170103200047 ,MGB,KG,HH,92.51,16.5,27.4,3.2,2.56
20170103200047 ,MKL,KG,HH,94.9,17.02,28.34,2.77,5
20170103200047 ,DAU,KS,HG,95.69,17.15,28.6,2.96,6.39
20170103200047 ,DAG2,KS,HH,95.71,16.97,28.39,2.77,6.16
20170103200047 ,JSB,KG,HH,95.74,17.18,28.27,2.91,3.91
20170103200047 ,HDB,KG,HH,95.87,17.19,28.94,2.71,9.1
20170103200047 ,GKP1,KG,HH,96.18,17.14,28.6,2.97,5.13
20170103200047 ,YOW2,KS,EL,97.08,17.33,28.77,3.04,6.87
20170103200047 ,CIGB,KS,HH,98.18,17.25,29.02,3.1,2.87
20170103200047 ,USN2,KS,HG,98.46,17.7,29.6,3.04,4.3
20170103200047 ,SAJ,KS,HG,99.36,17.49,29.33,3.06,6.63
20170103200047 ,YCH,KS,HG,73.73,13.57,22.35,3.04,6.87
20170103200047 ,YOJB,KS,HH,72.97,13.36,22.02,2.99,3.14
20170103200047 ,YODB,KS,HH,18.89,5.17,7.82,2.9,3.52
20170103200047 ,ULJ2,KS,HH,22.58,5.7,8.75,3.04,4.37
20170103200047 ,CSO,KS,HG,27.25,6.36,9.94,3.08,5.84
20170103200047 ,ADO2,KS,EL,33.58,7.23,11.43,2.74,13.58
20170103200047 ,PHA2,KS,EL,45.64,9.26,15.13,2.76,3.88
20170103200047 ,CHS,KG,HH,47.38,9.34,15.15,2.62,7.05
20170103200047 ,YEYB,KS,HH,17.61,4.89,7.34,2.85,9.1
20170103200047 ,UJN,KS,HG,49.27,9.92,15.92,2.97,4.99
20170103200047 ,ADOA,KS,HG,49.27,9.63,15.7,3.01,3.41
20170103200047 ,DKJ,KG,EL,71.95,13.26,21.99,2.79,7.53
20170103200047 ,YOCB,KS,HH,72.44,13.2,21.96,2.69,5.08
20170103200047 ,CHYB,KS,HH,50.75,9.88,16,2.64,6.12
20170103200047 ,EUSB,KS,HH,56.27,10.76,17.45,2.7,5.42
20170105203113 ,GKP1,KG,HH,53.9,10.43,17.01,3.29,5.65
20170105203113 ,BUS2,KS,HH,56.76,10.67,17.51,3.26,3.44
20170105203113 ,CHR,KS,HG,66.3,12.21,20.45,3.12,10.27
20170105203113 ,CSO,KS,HG,72.39,13.22,21.88,3.39,3.6
20170105203113 ,BSA,KS,HG,73.36,13.34,22.11,3.3,4.5
20170105203113 ,ADO2,KS,EL,76.77,13.79,23.01,3.15,12.07
20170105203113 ,CIGB,KS,HH,78.77,14.23,23.65,3.19,4.45
20170105203113 ,EUSB,KS,HH,80.71,14.48,23.98,3.15,3.91
20170105203113 ,YODB,KS,HH,90.09,15.93,26.69,3.4,1.77
20170105203113 ,HCNA,KS,HG,93.38,16.62,27.94,3.26,1.83
20170105203113 ,EURB,KS,HH,93.51,16.49,27.62,3.38,2.02
20170105203113 ,YEYB,KS,HH,97.9,17.08,29.08,3.55,1.56
20170105203113 ,PHA2,KS,EL,53.32,10.16,16.71,3.57,1.8
20170105203113 ,DAU,KS,HG,52.99,10.24,16.66,3.2,5.96
20170105203113 ,DAG2,KS,HH,26.72,6.05,9.55,3.33,4.4
20170105203113 ,USN2,KS,EL,12.08,3.77,5.62,3.13,10.48
20170105203113 ,CHS,KG,HH,49.43,9.42,15.52,3.23,4.15
20170105203113 ,MKL,KG,HH,12.22,3.61,5.28,3.04,3.71
20170105203113 ,HDB,KG,HH,23.28,5.25,8.14,3.3,6.87
20170105203113 ,DKJ,KG,EL,24.64,5.56,8.76,3.42,3.83
20170105203113 ,BBK,KG,EL,32.17,6.71,10.58,3.41,4.23
20170105203113 ,YOCB,KS,HH,33.56,7.04,11.28,3.37,3.5
20170105203113 ,MAK,KG,EL,43.63,8.57,13.85,3.22,4.06
20170105203113 ,HAK,KG,EL,37.27,7.66,12.11,3.63,1.89
20170105203113 ,MIYA,KS,HG,49.08,9.6,15.65,3.44,2.56
20170105203113 ,CGD,KG,EL,35.06,7.31,11.7,3.28,5.52
20170105203113 ,YSB,KG,HH,33.81,7.03,11.31,3.4,2.14
20170105203323 ,BSA,KS,HG,73.52,12.89,21.68,2.32,18.32
20170105203323 ,DAU,KS,HG,53.84,9.8,16.27,2.34,11.56
20170105203323 ,GKP1,KG,HH,54.75,10.04,16.57,2.39,21.21
20170105203323 ,BUS2,KS,HH,56.85,10.28,17.08,2.31,13.12
20170105203323 ,CHR,KS,HG,67.14,11.81,19.88,2.65,13.93
20170105203323 ,CSO,KS,HG,72.49,12.84,21.45,2.4,16
20170105203323 ,EUSB,KS,HH,81.2,14.1,23.66,1.9,19.23
20170105203323 ,EURB,KS,HH,94.29,16.2,27.15,2.05,13.08
20170105203323 ,PHA2,KS,EL,53.02,9.75,16.32,2.35,10.51
20170105203323 ,CIGB,KS,HH,79.59,13.85,23.3,2.04,18.47
20170105203323 ,YOCB,KS,HH,34.1,6.65,10.82,2.3,11.53
20170105203323 ,MKL,KG,HH,11.75,3.2,4.85,2.09,9.1
20170105203323 ,USN2,KS,EL,12.42,3.38,5.18,2.2,16.99
20170105203323 ,HDB,KG,HH,22.47,4.83,7.73,2.45,16
20170105203323 ,DKJ,KG,EL,24.86,5.16,8.34,2.42,10.48
20170105203323 ,DAG2,KS,HH,27.55,5.64,9.13,2.4,9.87
20170105203323 ,BBK,KG,EL,31.5,6.3,10.19,2.8,4.23
20170105203323 ,YSB,KG,HH,34.04,6.62,10.84,2.18,10.51
20170105203323 ,CHS,KG,HH,49.57,9.03,15.06,2.25,9.92
20170105203323 ,CGD,KG,EL,35.82,6.91,11.25,2.36,13.01
20170105203323 ,MAK,KG,EL,43.62,8.16,13.49,2.09,28.12
20170110151005 ,DUSB,KS,HH,84.58,15.39,25.36,2.05,3.92
20170110151005 ,DKJ,KG,EL,83.28,15.29,25.47,1.95,9.1
20170110151005 ,JECB,KS,HH,82.95,15.09,24.8,2.05,3.56
20170110151005 ,YOW2,KS,EL,82.93,15.2,25,2.06,11.43
20170110151005 ,CHYB,KS,HH,71.97,13.33,21.97,2.05,6.19
20170110151005 ,YOCB,KS,HH,70.84,13.21,22,1.75,10.88
20170110151005 ,DAG2,KS,HH,86.58,15.69,26.18,2.2,5.5
20170110151005 ,SND,KG,HG,86.8,15.89,26.28,2.2,5.65
20170110151005 ,TEJ,KS,HG,94.91,17.1,28.21,2.5,4.7
20170110151005 ,YODB,KS,HH,89.82,16.2,27,2.05,5.11
20170110151005 ,PHA2,KS,EL,90.23,16.29,27.47,2.26,5.52
20170110151005 ,EMSB,KS,HH,93.11,16.81,27.85,1.45,13.86
20170110151005 ,ULJ2,KS,HH,93.66,16.68,27.98,1.95,10.85
20170110151005 ,CHS,KG,HH,67.27,12.66,20.93,2.2,6.23
20170110151005 ,HKU,KG,HG,97.29,17.56,28.93,2.35,3.99
20170110151005 ,KMC,KG,EL,66.99,12.53,20.51,2.01,8.5
20170110151005 ,SAJ,KS,HG,25.82,6.27,9.47,1.9,13.54
20170110151005 ,EUSB,KS,HH,27.62,6.78,10.53,1.73,11.39
20170110151005 ,MGB,KG,HH,30.52,6.93,10.88,2.04,3.81
20170110151005 ,MGY,KS,EL,41.29,8.63,13.76,1.9,7.34
20170110151005 ,CIGB,KS,HH,45.64,9.25,14.85,2.35,3.15
20170110151005 ,ADO2,KS,EL,48.56,9.92,15.95,2.08,32.37
20170110151005 ,YCH,KS,HG,23.3,6.1,9.55,1.9,14.18
20170110151005 ,GIC,KS,HG,50.12,9.88,16.05,2.05,11.3
20170110151005 ,YOJB,KS,HH,49.72,9.95,15.97,1.45,18.05
20170110151005 ,GKP1,KG,HH,64.51,12.12,20.02,2.18,6.3
20170110151005 ,CSO,KS,HG,60.22,11.76,19.17,2.33,7.25
20170110151005 ,OKCB,KS,HH,57.98,11.22,18.02,2.13,3.86
20170110151005 ,BON,KS,EL,57.87,11.19,18.12,1.9,12.1
20170114025255 ,CHR,KS,HG,76.74,12.63,21.71,2.65,9.56
20170114025255 ,YKDB,KS,HG,74.01,12.43,21.17,2.35,8.82
20170114025255 ,KWJU,KS,HH,73.48,12.27,20.95,1.94,19.29
20170114025255 ,MAS2,KS,EL,71.95,11.8,20.17,2.53,18.96
20170114025255 ,BOSB,KS,HH,70.07,11.55,19.79,2.6,3.39
20170114025255 ,KOHB,KS,HH,77.81,12.82,22.13,2.76,20.61
20170114025255 ,KWJ2,KS,HH,73.49,12.26,20.94,2.36,8.02
20170114025255 ,KUJA,KS,HG,81.27,13.44,22.8,2.35,5.74
20170114025255 ,YNDB,KS,HH,82.42,13.63,23.03,2.46,4.64
20170114025255 ,GWJ,KS,HG,82.46,13.77,23.47,2.48,13.86
20170114025255 ,KJM,KG,EL,83.07,13.64,23.21,2.42,12.14
20170114025255 ,HWSB,KG,HH,84.6,14.21,24.15,2.24,7.49
20170114025255 ,KMC,KG,EL,91.93,15.02,25.67,2.62,5.22
20170114025255 ,JEO2,KS,HH,96.91,15.94,27.17,2.19,13.19
20170114025255 ,DUSB,KS,HH,81,13.12,22.56,2.46,4.17
20170114025255 ,TOY,KS,HG,69.83,11.51,19.58,2.7,13.89
20170114025255 ,JAS,KS,HG,60.17,9.8,17.03,2.35,11.49
20170114025255 ,JRB,KG,HH,17.33,2.79,4.72,2.5,4.81
20170114025255 ,YSU,KS,HG,21.58,3.51,5.93,2.47,13.89
20170114025255 ,JINA,KS,HG,24.9,4.05,6.94,2.45,4.5
20170114025255 ,GWYB,KS,HH,28.54,4.62,7.84,2.43,5.06
20170114025255 ,GSU,KG,HH,29.94,4.92,8.45,2.5,4.03
20170114025255 ,GRE,KG,EL,34.45,5.77,9.72,2.33,11.79
20170114025255 ,BAU,KS,EL,21.58,3.52,5.94,2.47,18.42
20170114025255 ,HAMB,KS,HH,39.39,6.24,11.02,2.43,6.83
20170114025255 ,HACA,KS,HG,41.75,6.5,11.38,2.34,6.69
20170114025255 ,NAH,KS,HG,42.32,6.42,12,2.38,12.28
20170114025255 ,SCHA,KS,HG,43.01,7.14,12.14,2.23,8.28
20170114025255 ,NAWB,KS,HH,46.47,7.56,13.09,2.44,4.2
20170114025255 ,IMSA,KS,HG,67.91,11.12,19.18,2.34,5.41
20170114025255 ,EURB,KS,HH,49.44,8.06,13.78,1.9,12.89
20170114025255 ,KCH2,KS,EL,51.61,8.13,14.38,2.49,9.61
20170114025255 ,HCNA,KS,HG,56.7,9.79,15.96,2.35,5.91
20170116105413 ,PUAA,KS,HG,68.33,12.73,20.73,2.4,7.03
20170116105413 ,TJN,KG,HH,70.37,13.05,21.24,2.39,9.81
20170116105413 ,TEJ,KS,HG,70.98,13.14,21.48,2.52,8.67
20170116105413 ,HKU,KG,HH,76.36,14.05,23.01,2.2,7.34
20170116105413 ,CHO,KS,HG,76.64,13.44,21.99,2.5,6.81
20170116105413 ,CEA,KS,EL,81.63,14.9,24.5,2.19,9.34
20170116105413 ,WID,KG,EL,83.53,14.99,24.86,2.68,3.55
20170116105413 ,HAWB,KS,HH,85.89,15.5,25.47,2.35,4.49
20170116105413 ,GBI,KS,EL,98.5,17.72,29.22,2.33,16.32
20170116105413 ,MND,KS,HH,61.04,11.67,19.04,2.6,4.86
20170116105413 ,JEO2,KS,HH,77.43,14.12,23.24,2.36,11.43
20170116105413 ,ECDB,KS,HH,60.53,11.49,18.87,2.01,18.21
20170116105413 ,HSB,KG,HH,26.98,6.52,10.29,2.44,5.96
20170116105413 ,BUYB,KS,HH,31.98,7.14,11.32,2.25,5.96
20170116105413 ,ANM,KS,HG,34.35,7.66,12.04,2.33,13.35
20170116105413 ,NPR,KG,HH,42.03,8.64,13.92,2.4,7.91
20170116105413 ,YSAB,KS,HH,50.98,10.02,16.14,2.43,5.86
20170116105413 ,IKSA,KS,HG,52.96,10.4,16.75,2.41,6.14
20170116105413 ,KOJ2,KS,EL,53.11,10.33,16.8,2.2,9.29
20170116105413 ,SES2,KS,HH,53.37,10.53,17.08,2.16,24.42
20170116105413 ,OYDB,KS,HH,48.56,9.65,15.65,1.94,17.04
20170118034953 ,BGDB,KS,HH,86.17,15.58,25.76,2.74,4.17
20170118034953 ,AMD,KS,HH,95.92,17.01,28.94,2.67,11.9
20170118034953 ,HUK2,KS,EL,52.33,10.04,16.3,3,2.56
20170120182738 ,BSA,KS,HG,73.52,12.96,21.73,2.9,6.87
20170120182738 ,DAU,KS,HG,53.84,9.9,16.39,2.89,5.76
20170120182738 ,GKP1,KG,HH,54.75,10.12,16.71,2.82,8.42
20170120182738 ,BUS2,KS,HH,56.85,10.25,17.08,2.75,7.38
20170120182738 ,CHR,KS,HG,67.14,11.88,20.03,2.91,10.48
20170120182738 ,CSO,KS,HG,72.49,12.82,21.56,2.79,5.41
20170120182738 ,PHA2,KS,EL,53.02,9.85,16.42,2.93,3.73
20170120182738 ,EUSB,KS,HH,81.2,14.13,23.76,2.7,3.66
20170120182738 ,YEYB,KS,HH,97.97,17.02,28.72,3.1,1.83
20170120182738 ,YODB,KS,HG,89.88,15.68,26.27,2.95,2.32
20170120182738 ,HCNA,KS,HG,94.26,15.7,27.61,2.91,2.49
20170120182738 ,CIGB,KS,HH,79.59,13.9,23.41,2.8,4.64
20170120182738 ,MIYA,KS,HG,49.79,9.26,15.33,3.1,3.36
20170120182738 ,CHS,KG,HH,49.57,9.1,15.12,2.61,5.96
20170120182738 ,MKL,KG,HH,11.75,3.4,5.19,2.9,5.7
20170120182738 ,USN2,KS,EL,12.42,3.59,5.52,2.82,9.02
20170120182738 ,HDB,KG,HH,22.47,4.93,7.92,2.9,12.82
20170120182738 ,DKJ,KG,EL,24.86,5.3,8.53,2.6,7.91
20170120182738 ,DAG2,KS,HH,27.55,5.8,9.41,3.1,3.74
20170120182738 ,BBK,KG,EL,31.5,6.35,10.3,2.95,3.83
20170120182738 ,YSB,KG,HH,34.04,6.71,10.82,3,3.61
20170120182738 ,YOCB,KS,HH,34.1,6.79,11.02,2.79,2.89
20170120182738 ,CGD,KG,EL,35.82,7.04,11.38,3,6
20170120182738 ,HAK,KG,EL,36.54,7.3,12.05,3.1,2.94
20170120182738 ,MAK,KG,EL,43.62,8.18,13.44,2.7,10.48
20170123190756 ,GKP1,KG,HH,53.31,9.91,16.32,2.64,10.63
20170123190756 ,MIYA,KS,HG,50.4,9.32,15.55,3.13,2.24
20170123190756 ,DAU,KS,HG,52.39,9.64,16.05,2.68,9.87
20170123190756 ,PHA2,KS,EL,51.28,9.38,15.62,2.86,4.68
20170123190756 ,BUS2,KS,HH,58.94,10.49,17.63,2.84,4.71
20170123190756 ,CSO,KS,HG,70.2,12.31,20.76,2.89,6.6
20170123190756 ,BSA,KS,HG,75.53,13.18,22.25,2.82,7.53
20170123190756 ,EUSB,KS,HH,78.87,13.67,23.04,2.68,5.05
20170123190756 ,MAS2,KS,EL,86.44,14.98,25.56,2.82,19.74
20170123190756 ,YODB,KS,HH,87.95,15.15,25.5,2.91,2.56
20170123190756 ,EURB,KS,HH,94.65,16.22,27.47,2.61,4.03
20170123190756 ,YEYB,KS,HH,95.69,16.42,27.88,3.1,2.31
20170123190756 ,CHS,KG,HH,47.28,8.61,14.31,2.59,7.51
20170123190756 ,ADO2,KS,EL,74.65,12.95,21.88,2.71,16
20170123190756 ,MAK,KG,EL,45.79,8.43,13.98,2.7,7.91
20170123190756 ,MKL,KG,HH,12.82,3.3,5.15,2.76,7.21
20170123190756 ,DKJ,KG,EL,22.69,4.82,7.82,2.71,6.24
20170123190756 ,HDB,KG,HH,23.59,4.83,7.83,2.92,6.05
20170123190756 ,DAG2,KS,HH,26.63,5.59,9.17,3.01,3.39
20170123190756 ,USN2,KS,EL,13.2,3.57,5.57,2.71,9.48
20170123190756 ,CGD,KG,EL,36.14,7.01,11.46,2.86,5.96
20170123190756 ,HAK,KG,EL,36.15,6.98,11.19,2.97,3.74
20170123190756 ,BBK,KG,EL,33.52,6.47,10.6,2.9,4.45
20170123190756 ,YSB,KG,HH,35.87,6.89,11.28,2.95,2.73
20170126135338 ,BGD,KG,HH,74.96,13.64,22.82,2.21,9.08
20170126135338 ,JJU,KS,HG,33.95,6.43,10.75,2.2,4.81
20170126135338 ,JJB,KG,HH,24.33,4.68,7.76,2.33,2.42
20170129044553 ,YKB,KG,HH,90.15,16,26.75,2.97,3.79
20170129044553 ,GAPB,KS,HH,99.07,17.76,29.41,3.25,2.52
20170129044553 ,HWCA,KS,HG,89.82,15.95,26.58,3.2,2.95
20170129044553 ,YNCB,KS,HG,76.74,13.76,22.88,2.92,5.93
20170129044553 ,CWO2,KS,EL,76,13.78,22.81,2.93,9.56
20170129044553 ,HWCB,KS,HH,70.07,12.71,21.15,2.7,6.87
20170129044553 ,CHNB,KG,HH,49.07,9.09,15.05,2.89,7.77
20170129044553 ,PCH,KG,EL,82.59,14.6,24.52,2.85,6
20170205100729 ,WAN2,KS,EL,87.78,15.6,26.21,2.83,21.7
20170205100729 ,GMDB,KS,HH,71.11,13.04,21.94,2.47,7.91
20170205100729 ,GOS2,KS,EL,64.1,10.96,18.52,2.41,9.1
20170205100729 ,BGD,KG,HH,63.52,11.66,19.11,2.52,8.97
20170205100729 ,HALB,KS,HH,49.32,9.2,15.03,2.5,4.72
20170205100729 ,JJU,KS,HG,28.06,6.25,9.88,2.91,7.09
20170205100729 ,JJB,KG,HH,21.6,5.4,8.39,2.8,3.63
20170209202241 ,CGD,KG,EL,66.63,12.4,20.44,2.37,10.73
20170209202241 ,YOCB,KS,HH,67.43,12.3,20.46,2.49,5.38
20170209202241 ,CHS,KG,HH,73.93,13.21,22.25,2.92,4.49
20170209202241 ,DAU,KS,HG,90.45,16.13,26.79,2.5,7.97
20170209202241 ,GKP1,KG,HH,91.38,16.3,27.08,2.46,7.91
20170209202241 ,CSO,KS,HG,93.98,16.12,27.71,2.61,4.5
20170209202241 ,CHR,KS,HG,98.93,17.38,29.4,2.65,10.63
20170209202241 ,YODB,KS,HH,99.57,17.15,29.24,2.35,4.46
20170209202241 ,PHA2,KS,EL,63.66,11.62,19.47,2.37,9.48
20170209202241 ,BSA,KS,HG,78.42,14.42,23.91,2.65,4.81
20170209202241 ,DAG2,KS,HH,63.1,11.77,19.45,2.61,6.71
20170209202241 ,BUS2,KS,HH,61.71,11.66,19.14,2.5,9.23
20170209202241 ,HDB,KG,HH,20.34,5.48,8.52,2.5,10.45
20170209202241 ,MKL,KG,HH,32.42,7.1,11.38,2.5,5.38
20170209202241 ,HAK,KG,EL,32.83,7.22,11.6,2.65,4.67
20170209202241 ,BBK,KG,EL,17.58,5.12,7.94,2.53,4.85
20170209202241 ,USN2,KS,EL,42.07,8.51,13.82,2.6,5.66
20170209202241 ,MAK,KG,EL,48.41,9.68,15.7,2.59,6.3
20170209202241 ,YSB,KG,HH,49.8,9.8,16.02,2.46,4.4
20170209202241 ,DKJ,KG,EL,54.05,10.3,16.94,2.62,6.93
20170212002227 ,YOCB,KS,HH,65.91,12.13,20.25,2.42,6.91
20170212002227 ,CGD,KG,EL,67.99,12.19,20.23,2.32,12.46
20170212002227 ,CHS,KG,HH,70.99,13.04,22.04,2.82,6.69
20170212002227 ,BSA,KS,HG,82.43,14.19,23.72,2.65,5.32
20170212002227 ,DAU,KS,HG,90.12,15.86,26.59,2.46,10.48
20170212002227 ,CSO,KS,HG,90.56,16.12,27.5,2.48,12.89
20170212002227 ,GKP1,KG,HH,91.06,16.06,26.88,2.4,12.14
20170212002227 ,YODB,KS,HH,95.34,16.95,29,2.35,4.2
20170212002227 ,ADO2,KS,EL,98.77,17.39,29.51,2.49,16.04
20170212002227 ,BUS2,KS,HH,65.57,11.44,18.94,2.55,9.53
20170212002227 ,DAG2,KS,HH,63.2,11.56,19.24,2.53,10.27
20170212002227 ,HDB,KG,HH,19.55,5.22,8.3,2.45,15.1
20170212002227 ,BBK,KG,EL,20.51,4.91,7.72,2.55,6.03
20170212002227 ,HAK,KG,EL,28.93,7.01,11.33,2.65,5.11
20170212002227 ,MKL,KG,HH,32.35,6.89,11.18,2.41,10.54
20170212002227 ,USN2,KS,EL,42.56,8.29,13.63,2.46,10.48
20170212002227 ,DKJ,KG,EL,52.19,10.11,16.72,2.57,7.91
20170212002227 ,YSB,KG,HH,52.53,9.6,15.74,2.38,5.45
20170212002227 ,PHA2,KS,EL,59.75,11.41,19.23,2.31,10.18
20170212002227 ,MAK,KG,EL,52.02,9.48,15.49,2.84,5.49
20170215173456 ,CHR,KS,HG,69.99,12.15,20.84,2.95,11.83
20170215173456 ,CSO,KS,HG,69.48,12.21,20.7,2.95,5.65
20170215173456 ,BUS2,KS,HH,60.33,10.57,17.76,3,7.19
20170215173456 ,MIYA,KS,HG,53.17,9.61,16.2,3.19,2.85
20170215173456 ,GKP1,KG,HH,55.65,10.18,16.97,2.91,7.05
20170215173456 ,DAU,KS,HG,54.73,9.95,16.67,2.88,12.07
20170215173456 ,BSA,KS,HG,77.1,13.27,22.47,3.06,7.59
20170215173456 ,YEYB,KS,HH,94.84,16.14,27.84,3.1,2.96
20170215173456 ,CIGB,KS,HH,79.96,13.92,23.47,3,3.91
20170215173456 ,MAS2,KS,EL,89.01,15.08,25.98,3.01,19.07
20170215173456 ,EUSB,KS,HH,79.49,13.72,23.26,2.93,4.81
20170215173456 ,HCNA,KS,HG,96.77,16.49,27.99,3.1,2.77
20170215173456 ,PHA2,KS,EL,49.36,9.1,15.29,3.09,4.28
20170215173456 ,MKL,KG,HH,12.12,3.3,5.15,2.75,8.95
20170215173456 ,USN2,KS,HG,14.91,3.81,6.07,2.84,10.48
20170215173456 ,DKJ,KG,EL,22.58,4.86,7.99,3.12,3.81
20170215173456 ,DAG2,KS,HH,29.19,5.93,9.81,2.93,5.44
20170215173456 ,BBK,KG,EL,32.38,6.22,10.23,3.1,3.99
20170215173456 ,HDB,KG,HH,21.47,4.51,7.32,3.13,6.35
20170215173456 ,YOCB,KS,HH,32.92,6.52,10.73,2.96,4.16
20170215173456 ,HAK,KG,EL,33.37,6.53,10.79,3.17,2.6
20170215173456 ,YSB,KG,HH,37.61,7.05,11.61,3.04,4.3
20170215173456 ,CGD,KG,EL,38.92,7.35,12.18,2.98,5.95
20170215173456 ,CHS,KG,HH,46.72,8.57,14.34,2.85,6.87
20170215173456 ,MAK,KG,EL,46.91,8.41,14.04,2.98,6.24
20170216092019 ,JEO2,KS,HH,79.92,14.73,23.99,2.65,14.93
20170216092019 ,KMSA,KS,HG,76.1,14.15,23.05,2.65,7.57
20170216092019 ,BAU,KS,EL,75.25,13.39,22.44,2.52,26.02
20170216092019 ,HAD,KS,HG,69.37,12.28,20.74,2.73,12.07
20170216092019 ,GRE,KG,EL,72.96,12.9,21.6,2.62,10.24
20170216092019 ,OKCB,KS,HH,83.38,15.27,24.86,2.3,7.29
20170216092019 ,DAG2,KS,HH,75.08,13.68,22.82,2.45,8.79
20170216092019 ,SAJ,KS,HG,86.01,15.66,25.83,2.5,13.01
20170216092019 ,YOCB,KS,HH,86.93,15.58,26.16,2.6,3.91
20170216092019 ,CHO,KS,HG,87.53,16.73,27.29,2.75,6.83
20170216092019 ,SUCA,KS,HG,91.78,16.63,27.13,2.71,4.5
20170216092019 ,USN2,KS,EL,94.33,16.82,28.12,2.68,10.21
20170216092019 ,SCHA,KS,HG,95.55,16.51,27.9,2.73,5.15
20170216092019 ,CGD,KG,EL,69.24,12.76,21.24,2.51,6.89
20170216092019 ,EUSB,KS,HH,96.55,17.11,28.63,2.6,4.5
20170216092019 ,DKJ,KG,EL,98.7,17.53,29.53,2.71,5.18
20170216092019 ,GWYB,KS,HH,85.98,15.36,25.26,2.6,5.18
20170216092019 ,MAS2,KS,HG,68.8,12.9,21.05,2.62,18.42
20170216092019 ,IMSA,KS,HG,73.63,13.68,22.18,2.61,4.06
20170216092019 ,NAWB,KS,HH,68.16,12.72,20.5,2.91,2.72
20170216092019 ,HCNA,KS,HG,14.88,4.34,6.39,2.57,3.91
20170216092019 ,KCH2,KS,EL,18.68,4.75,7.22,2.8,13.54
20170216092019 ,HACA,KS,HG,27.1,6.05,9.44,2.49,3.48
20170216092019 ,HAMB,KS,HH,35.77,7.41,11.54,2.82,5.65
20170216092019 ,CHR,KS,HG,39.23,8.14,12.98,2.58,12.07
20170216092019 ,EURB,KS,HH,40.91,8.25,13.17,2.29,5.93
20170216092019 ,DUSB,KS,HH,41.44,8.42,13.42,2.79,4.01
20170216092019 ,KMC,KG,EL,41.57,8.53,13.51,2.49,9.84
20170216092019 ,GIC,KS,HG,49.83,9.85,15.77,2.66,11.62
20170216092019 ,JAS,KS,HG,52.58,10.22,16.42,2.83,8.97
20170216092019 ,CPR2,KS,EL,66.1,12.43,20.17,2.36,14.63
20170216092019 ,JRB,KG,HH,63.46,11.4,18.89,2.53,6.32
20170216092019 ,CIGB,KS,HH,52.55,10.12,16.46,2.57,3.91
20170216092019 ,MIYA,KS,HG,62.37,11.78,19.32,2.8,3.15
20170216092019 ,GKP1,KG,HH,55.17,10.57,17.26,2.5,9.92
20170216092019 ,GSU,KG,HH,55.06,10.47,17.06,2.5,5.44
20170216092019 ,JINA,KS,HG,53.92,10.19,16.83,2.64,3.85
20170216092019 ,DAU,KS,HG,55.94,10.64,17.54,2.52,9.87
20170218075349 ,CJD,KS,HH,82.19,14.9,24.71,2.31,12.53
20170218075349 ,MRD,KG,HH,17.96,4.03,6.41,1.75,20.43
20170218075349 ,HALB,KS,HH,23.25,5.44,8.41,2.67,2.99
20170218075349 ,GOS2,KS,HG,12.37,3.8,5.92,2.5,4.72
20170218115819 ,JRB,KG,HH,64.77,12.37,19.98,2.65,7.84
20170218115819 ,CHO,KS,HG,69.18,13.17,21.56,2.45,9.1
20170218115819 ,MOP,KS,HG,69.3,12.93,21.45,2.34,13.46
20170218115819 ,WID,KG,EL,72.68,13.53,22.19,2.32,16.42
20170218115819 ,KOHB,KS,HH,75.13,14,23.07,2.43,32.37
20170218115819 ,GWYB,KS,HH,76.22,14.13,23.22,2.53,7.57
20170218115819 ,HAD,KS,HG,78.05,14.48,23.84,2.86,16.28
20170218115819 ,MND,KS,HH,79.68,14.75,24.18,2.18,14.93
20170218115819 ,HANB,KS,HH,82.93,15.24,25.06,2.52,5.81
20170218115819 ,AMD,KS,HH,84.32,15.45,25.49,2.4,32.37
20170218115819 ,JEO2,KS,HH,85.39,15.53,25.58,2.57,16.09
20170218115819 ,NPR,KG,HH,90.6,16.37,27.22,2.71,7.91
20170218115819 ,YESA,KS,HG,91.66,16.51,27.57,2.59,10.48
20170218115819 ,AJD,KG,EL,92.27,16.66,27.78,2.47,13.5
20170218115819 ,IKSA,KS,HG,93.2,16.75,27.75,2.76,5.38
20170218115819 ,WAN2,KS,EL,95.59,17.33,28.83,2.76,24.42
20170218115819 ,SMKB,KS,HH,62.52,11.88,19.17,2.38,9.42
20170218115819 ,HAMB,KS,HH,80.19,14.95,24.39,2.35,23.93
20170218115819 ,YSU,KS,HG,62.29,12.03,19.72,2.51,32.37
20170218115819 ,MAN,KS,HG,62.36,11.96,19.4,2.47,15.91
20170218115819 ,KWJ2,KS,HH,13.49,4.67,6.89,2.2,16.04
20170218115819 ,SUCA,KS,HG,26.08,6.32,9.73,2.46,8.3
20170218115819 ,NAJ,KS,HG,26.81,6.44,10.04,2.53,15.68
20170218115819 ,HWSB,KG,HH,30.05,6.91,10.87,2.39,9.26
20170218115819 ,JEU,KS,HG,30.91,6.97,10.9,2.32,18.11
20170218115819 ,GOCB,KS,HH,35.12,7.69,12.05,2.46,6.16
