evid,station,network,channel,epi_dist,hypo_dist,ptrv,strv,mw_td,fc_td
20220202030455,HAK,KG,HG,51.6472,52.60640100515969,10.408394,16.958393,3.053928753218885,2.9470517025518097
20220202030455,CHS,KG,HH,51.925896,52.880040121997766,10.258394,16.688395,2.785151854704377,6.652584822672813
20220202030455,BUS3,KS,HH,53.470177,54.397240701938095,10.548402,17.218403,2.696577649512097,5.17947467923121
20220202030455,PKNU,KG,HG,54.25875,55.17256610774271,10.598394,17.418394,2.7790432888290475,2.626688542751197
20220202030455,JNYA,KS,HG,54.508087,55.417791057080834,10.703098,17.563099,2.858454645208335,4.162222390255922
20220202030455,JUCA,KS,HG,55.012924,55.91441521121144,10.703098,17.713099,2.852346079333005,3.492263772284982
20220202030455,DES,KG,HH,55.50991,56.40345887432553,10.938394,17.968393,2.7790432888290475,8.398432783920116
20220202030455,YGAA,KS,HG,58.343235,59.19402902419246,11.263098,18.603098,2.7729347229537176,4.246896106647934
20220202030455,OJR,KG,HG,58.89659,59.73950496440752,11.198394,18.468393,2.666034820135448,6.050031014519247
20220202030455,CLSA,KS,HG,60.1591,60.984565769864126,11.483098,18.933098,2.7668261570783894,4.150264750247817
20220202030455,JKJA,KS,HG,61.385426,62.19461771020599,11.663098,19.333097,3.0722544508448757,3.752701521526941
20220202030455,GUWB,KS,HH,62.488224,63.283316461498025,11.868402,19.508402,2.6416005566341294,14.01540270937383
20220202030455,PHA2,KS,EL,62.717384,63.50960792075429,12.048402,19.778402,2.8156946840810253,6.316838763915917
20220202030455,HMGA,KS,HG,65.35217,66.11283155651785,12.383098,20.483097,2.785151854704377,3.940807062772057
20220202030455,CIGB,KS,HH,65.43064,66.19039812905002,12.268402,20.248402,2.7485004594524,6.8664884500430015
20220202030455,JNHA,KS,HG,70.77015,71.47316994629473,13.163098,21.913097,3.139448675473501,2.010050631547533
20220202030455,CGWB,KS,HH,71.789795,72.48292664431307,13.278402,22.048403,2.803477552330367,4.162222390255922
20220202030455,YALB,KS,HH,72.0793,72.76967416397787,13.238402,22.048403,2.7546090253277296,4.320843266931479
20220202030455,BSAA,KS,HG,72.93921,73.621520001059,13.443098,22.563099,2.702686215387425,3.393221771895328
20220202030455,CSOA,KS,HG,74.5959,75.26319498264112,13.713098,22.713099,2.7790432888290475,4.511393441761839
20220202030455,EUSB,KS,HH,75.677734,76.33557152555457,13.718402,22.898401,2.4736149950625617,6.2986911310299405
20220202030455,HCNA,KS,HG,76.22724,76.88037687964247,14.028402,23.308401,2.702686215387425,3.974967764081352
20220202030455,ADO2,KS,EL,76.88554,77.53312631266365,14.058402,23.288403,2.659926254260119,52.34402789007241
20220202030455,GGGA,KS,HG,80.03358,80.65589527037515,14.703098,24.323097,3.0478201873435555,2.4164269885986145
20220202030455,GDDB,KS,HH,82.01996,82.62731746644654,14.748402,24.758402,2.62327485900814,4.271403464615318
20220202030455,GUMA,KS,HG,85.111275,85.6967273840352,15.323098,25.623098,2.7729347229537176,3.7961375544170255
20220202030455,JGNA,KS,HG,86.83556,87.40946811468565,15.733098,26.223099,2.989788811527923,4.524391556811801
20220202030455,YGJA,KS,HG,89.53876,90.09544418651444,15.983098,26.873098,2.852346079333005,3.1942814383370344
20220202030455,GICA,KS,HG,89.663574,90.21949091898762,16.153097,26.813099,2.690469083636767,5.646379910109332
20220202030455,SKBA,KS,HG,90.51715,91.0678571354058,16.143099,27.013098,2.9225945868992955,4.00942458582876
20220202030455,GACA,KS,HG,91.50593,92.05071898893264,16.323097,27.173098,2.791260420579708,4.00942458582876
20220202030455,KCH2,KS,EL,97.69858,98.2090225994656,17.198402,28.998402,2.7423918935770697,9.895063272755037
20220202030455,YODB,KS,HH,97.813034,98.32288457707382,17.448402,29.208403,3.121122977847511,2.0450497303002466
20220202030455,KMC,KG,EL,99.13744,99.64051742207334,17.608395,29.628393,2.809586118205696,9.288167295076214
20220203174744,IMWB,KS,HH,24.214975,26.19856926518723,5.258402,8.948402,2.666034820135448,9.477120111529755
20220203174744,TOHA,KS,HG,35.824757,37.19426282436665,7.108402,12.148402,2.6354919907587995,2.888294008982653
20220203174744,SNGB,KS,HH,38.191227,39.47872612751459,7.448402,12.748402,2.5224835220651998,3.963548087497519
20220203174744,GAGA,KS,HG,43.26526,44.40588494878297,8.233098,13.933098,2.6721433860107773,3.033070806369311
20220203174744,UJNA,KS,HG,47.10757,48.15727579893332,8.553098,14.633098,2.5102663903145395,3.462251408236071
20220203174744,OKEB,KS,HH,52.361412,53.3077618334894,9.638402,16.328402,2.586623463756162,4.86180087941128
20220203174744,LMGA,KS,HG,57.89376,58.75106403978179,10.593098,18.063099,2.485832126813221,5.777845583336964
20220203174744,TBA2,KS,HG,61.898926,62.70149131298789,10.868402,18.558401,2.485832126813221,11.393130328294252
20220203174744,GGSA,KS,HG,62.085297,62.885483680590376,11.073098,18.913097,2.467506429187232,5.895386553619004
20220203174744,GWLA,KS,HG,64.60161,65.37100115412944,11.753098,20.183098,2.7546090253277296,2.9470517025518097
20220203174744,KAWA,KS,HG,72.54724,73.23320426772236,12.813098,21.983097,2.7729347229537176,3.203484722903864
20220203174744,CHYB,KS,HH,73.975235,74.64807694199484,13.148402,22.238401,2.455289297436572,6.482538521913952
20220203174744,SUBA,KS,HG,74.2141,74.8847994442525,12.863098,22.033098,2.553026351441849,4.903945172451095
20220203174744,JESA,KS,HG,74.78077,75.44642777693582,13.253098,22.803099,2.580514897880832,5.17947467923121
20220203174744,ULJ2,KS,HH,79.0911,79.72077841127226,13.548402,23.368402,2.504157824439209,4.751178344334573
20220203174744,DGY2,KS,HH,80.14535,80.76680469820388,14.088402,24.088402,2.7546090253277296,5.17947467923121
20220203174744,JAEA,KS,HG,81.94814,82.55603031898247,14.343098,24.413097,2.592732029631492,4.472622721343594
20220203174744,SNDA,KS,HG,82.6873,83.28979440363754,14.563098,25.113098,2.827911815831685,3.918196515637418
20220203174744,JMJ2,KS,EL,84.6546,85.24319121417345,14.748402,25.368402,3.3532484811100414,7.906043210907698
20220203174744,BUSA,KS,HG,89.26164,89.8200468378443,15.733098,26.613098,2.64770912250946,4.259132158526814
20220203174744,YEYB,KS,HH,94.85716,95.38281434786724,16.238401,27.908401,2.959245982151275,1.981342704701026
20220203174744,YOW2,KS,EL,96.76511,97.28044910527537,16.828402,28.978401,2.690469083636767,7.485470021271601
20220203174744,YAYB,KS,HH,96.895195,97.40984968424594,16.708403,28.828402,2.666034820135448,2.5229919706395534
20220203174744,YODB,KS,HH,97.71659,98.22694199389838,16.478401,28.498402,2.953137416275945,1.5694654877805738
20220203174744,PYCB,KS,HH,98.8257,99.33035162372444,16.898401,29.358402,2.983680245652593,2.354660850861496
20220208065713,HGDB,KS,HH,42.31015,43.47584162978392,8.088402,13.598402,3.002005943278583,2.680124294103586
20220208065713,HUK2,KS,EL,55.482635,56.37661609044242,10.238402,17.388403,2.7423918935770697,8.79407005313673
